FrameCnt,DiffTime_ms,Date,Time,rel_alt,abs_alt,iso,shutter,fnum,ev,color_md,focal_len,latitude,longitude,ct,center_lat,center_lon,ground_offset_m,heading_deg
734,33,2026-04-27,15:27:59.719,49.8,759.842,110,1/1250.0,1.7,0,default,24.0,32.103898,35.209927,5459,32.10409806592655,35.210399362856855,49.79999999999999,63.434948806637564
735,34,2026-04-27,15:27:59.752,49.8,759.842,110,1/1250.0,1.7,0,default,24.0,32.103898,35.209927,5459,32.10409806592655,35.210399362856855,49.79999999999999,63.434948806637564
736,33,2026-04-27,15:27:59.785,49.8,759.842,110,1/1250.0,1.7,0,default,24.0,32.103898,35.209927,5459,32.10409806592655,35.210399362856855,49.79999999999999,63.434948806637564
737,33,2026-04-27,15:27:59.819,49.8,759.842,110,1/1250.0,1.7,0,default,24.0,32.103903,35.209936,5460,32.10410306592655,35.21040836288272,49.79999999999999,63.434948806637564
738,34,2026-04-27,15:27:59.852,49.8,759.842,110,1/1250.0,1.7,0,default,24.0,32.103903,35.209936,5460,32.10410306592655,35.21040836288272,49.79999999999999,63.434948806637564
739,33,2026-04-27,15:27:59.886,49.8,759.842,110,1/1250.0,1.7,0,default,24.0,32.103903,35.209936,5461,32.10410306592655,35.21040836288272,49.79999999999999,63.434948806637564
740,33,2026-04-27,15:27:59.919,49.8,759.842,110,1/1250.0,1.7,0,default,24.0,32.103908,35.209946,5461,32.104108065926546,35.210418362908584,49.79999999999999,63.434948806637564
741,34,2026-04-27,15:27:59.953,49.8,759.842,110,1/1250.0,1.7,0,default,24.0,32.103908,35.209946,5462,32.104108065926546,35.210418362908584,49.79999999999999,63.434948806637564
742,33,2026-04-27,15:27:59.986,49.8,759.842,110,1/1250.0,1.7,0,default,24.0,32.103908,35.209946,5462,32.104108065926546,35.210418362908584,49.79999999999999,63.434948806637564
743,34,2026-04-27,15:28:00.020,49.8,759.842,110,1/1250.0,1.7,0,default,24.0,32.103913,35.209956,5463,32.10411306592655,35.21042836293444,49.79999999999999,63.434948806637564
744,33,2026-04-27,15:28:00.052,49.8,759.842,110,1/1250.0,1.7,0,default,24.0,32.103913,35.209956,5463,32.10411306592655,35.21042836293444,49.79999999999999,63.434948806637564
745,33,2026-04-27,15:28:00.086,49.8,759.842,110,1/1250.0,1.7,0,default,24.0,32.103913,35.209956,5463,32.104113065926434,35.21042836293451,49.79999999999999,63.43494882292201
746,34,2026-04-27,15:28:00.118,49.8,759.842,110,1/1250.0,1.7,0,default,24.0,32.103918,35.209966,5463,32.104118065926436,35.210438362960375,49.79999999999999,63.43494882292201
747,33,2026-04-27,15:28:00.153,49.8,759.842,110,1/1250.0,1.7,0,default,24.0,32.103918,35.209966,5463,32.104118065926436,35.210438362960375,49.79999999999999,63.43494882292201
748,33,2026-04-27,15:28:00.186,49.8,759.842,110,1/1250.0,1.7,0,default,24.0,32.103918,35.209966,5463,32.10411806592655,35.2104383629603,49.79999999999999,63.434948806637564
749,34,2026-04-27,15:28:00.220,49.8,759.842,110,1/1250.0,1.7,0,default,24.0,32.103923,35.209975,5462,32.10412306592655,35.210447362986166,49.79999999999999,63.434948806637564
750,33,2026-04-27,15:28:00.253,49.8,759.842,110,1/1250.0,1.7,0,default,24.0,32.103923,35.209975,5462,32.10412306592655,35.210447362986166,49.79999999999999,63.434948806637564
751,34,2026-04-27,15:28:00.286,49.8,759.842,110,1/1250.0,1.7,0,default,24.0,32.103923,35.209975,5462,32.10412306592655,35.210447362986166,49.79999999999999,63.434948806637564
752,33,2026-04-27,15:28:00.320,49.8,759.842,110,1/1250.0,1.7,0,default,24.0,32.103929,35.209986,5462,32.10412906592655,35.2104583630172,49.79999999999999,63.434948806637564
753,33,2026-04-27,15:28:00.352,49.8,759.842,110,1/1250.0,1.7,0,default,24.0,32.103929,35.209986,5461,32.10412906592655,35.2104583630172,49.79999999999999,63.434948806637564
754,34,2026-04-27,15:28:00.386,49.8,759.842,110,1/1250.0,1.7,0,default,24.0,32.103929,35.209986,5461,32.10412906592655,35.2104583630172,49.79999999999999,63.434948806637564
755,33,2026-04-27,15:28:00.419,49.8,759.842,110,1/1250.0,1.7,0,default,24.0,32.103934,35.209996,5461,32.10413406592655,35.210468363043056,49.79999999999999,63.434948806637564
756,33,2026-04-27,15:28:00.453,49.8,759.842,110,1/1250.0,1.7,0,default,24.0,32.103934,35.209996,5461,32.10413406592655,35.210468363043056,49.79999999999999,63.434948806637564
757,34,2026-04-27,15:28:00.487,49.8,759.842,110,1/1250.0,1.7,0,default,24.0,32.103934,35.209996,5461,32.10413406592655,35.210468363043056,49.79999999999999,63.434948806637564
758,33,2026-04-27,15:28:00.520,49.8,759.842,110,1/1250.0,1.7,0,default,24.0,32.103939,35.210005,5461,32.104139065926546,35.210477363068925,49.79999999999999,63.434948806637564
759,33,2026-04-27,15:28:00.553,49.8,759.842,110,1/1250.0,1.7,0,default,24.0,32.103939,35.210005,5461,32.104139065926546,35.210477363068925,49.79999999999999,63.434948806637564
760,34,2026-04-27,15:28:00.587,49.8,759.842,110,1/1250.0,1.7,0,default,24.0,32.103939,35.210005,5461,32.104139065926546,35.210477363068925,49.79999999999999,63.434948806637564
761,33,2026-04-27,15:28:00.620,49.8,759.842,110,1/1250.0,1.7,0,default,24.0,32.103945,35.210016,5462,32.10414506592655,35.21048836309996,49.79999999999999,63.434948806637564
762,34,2026-04-27,15:28:00.653,49.8,759.842,110,1/1250.0,1.7,0,default,24.0,32.103945,35.210016,5462,32.10414506592655,35.21048836309996,49.79999999999999,63.434948806637564
763,33,2026-04-27,15:28:00.687,49.8,759.842,110,1/1250.0,1.7,0,default,24.0,32.103945,35.210016,5463,32.10415921977351,35.210479632454955,49.79999999999999,61.389540339220915
764,33,2026-04-27,15:28:00.720,49.8,759.842,110,1/1250.0,1.7,0,default,24.0,32.103951,35.210026,5463,32.104165219773506,35.21048963248541,49.79999999999999,61.389540339220915
765,34,2026-04-27,15:28:00.754,49.8,759.842,110,1/1250.0,1.7,0,default,24.0,32.103951,35.210026,5463,32.104165219773506,35.21048963248541,49.79999999999999,61.389540339220915
766,33,2026-04-27,15:28:00.787,49.8,759.842,110,1/1250.0,1.7,0,default,24.0,32.103951,35.210026,5464,32.104165219773506,35.21048963248541,49.79999999999999,61.389540339220915
767,33,2026-04-27,15:28:00.820,49.8,759.842,110,1/1250.0,1.7,0,default,24.0,32.103956,35.210036,5464,32.1041702197735,35.2104996325108,49.79999999999999,61.389540339220915
768,34,2026-04-27,15:28:00.854,49.8,759.842,110,1/1250.0,1.7,0,default,24.0,32.103956,35.210036,5464,32.1041702197735,35.2104996325108,49.79999999999999,61.389540339220915
769,33,2026-04-27,15:28:00.887,49.8,759.842,110,1/1250.0,1.7,0,default,24.0,32.103956,35.210036,5464,32.1041702197735,35.2104996325108,49.79999999999999,61.389540339220915
770,33,2026-04-27,15:28:00.920,49.8,759.842,110,1/1250.0,1.7,0,default,24.0,32.103961,35.210047,5464,32.1041752197735,35.210510632536185,49.79999999999999,61.389540339220915
771,34,2026-04-27,15:28:00.954,49.8,759.842,110,1/1250.0,1.7,0,default,24.0,32.103961,35.210047,5464,32.1041752197735,35.210510632536185,49.79999999999999,61.389540339220915
772,33,2026-04-27,15:28:00.987,49.8,759.842,110,1/1250.0,1.7,0,default,24.0,32.103961,35.210047,5464,32.1041752197735,35.210510632536185,49.79999999999999,61.389540339220915
773,34,2026-04-27,15:28:01.020,49.8,759.842,110,1/1250.0,1.7,0,default,24.0,32.103966,35.210055,5464,32.104180219773504,35.210518632561566,49.79999999999999,61.389540339220915
774,33,2026-04-27,15:28:01.053,49.8,759.842,110,1/1250.0,1.7,0,default,24.0,32.103966,35.210055,5464,32.104180219773504,35.210518632561566,49.79999999999999,61.389540339220915
775,33,2026-04-27,15:28:01.086,49.8,759.842,110,1/1250.0,1.7,0,default,24.0,32.103966,35.210055,5464,32.104180219773504,35.210518632561566,49.79999999999999,61.389540339220915
776,34,2026-04-27,15:28:01.121,49.8,759.842,110,1/1250.0,1.7,0,default,24.0,32.103972,35.210067,5464,32.1041862197735,35.21053063259203,49.79999999999999,61.389540339220915
777,33,2026-04-27,15:28:01.154,49.8,759.842,110,1/1250.0,1.7,0,default,24.0,32.103972,35.210067,5464,32.1041862197735,35.21053063259203,49.79999999999999,61.389540339220915
778,33,2026-04-27,15:28:01.186,49.8,759.842,110,1/1250.0,1.7,0,default,24.0,32.103972,35.210067,5464,32.1041862197735,35.21053063259203,49.79999999999999,61.389540339220915
779,34,2026-04-27,15:28:01.221,49.8,759.842,110,1/1250.0,1.7,0,default,24.0,32.103977,35.210076,5464,32.104191219773504,35.21053963261741,49.79999999999999,61.389540339220915
780,33,2026-04-27,15:28:01.254,49.8,759.842,110,1/1250.0,1.7,0,default,24.0,32.103977,35.210076,5464,32.104191219773504,35.21053963261741,49.79999999999999,61.389540339220915
781,34,2026-04-27,15:28:01.286,49.8,759.842,110,1/1250.0,1.7,0,default,24.0,32.103977,35.210076,5464,32.104191219773504,35.21053963261741,49.79999999999999,61.389540339220915
782,33,2026-04-27,15:28:01.321,49.8,759.842,110,1/1250.0,1.7,0,default,24.0,32.103982,35.210087,5464,32.104196219773506,35.2105506326428,49.79999999999999,61.389540339220915
783,33,2026-04-27,15:28:01.354,49.8,759.842,110,1/1250.0,1.7,0,default,24.0,32.103982,35.210087,5464,32.104196219773506,35.2105506326428,49.79999999999999,61.389540339220915
784,34,2026-04-27,15:28:01.387,49.8,759.842,110,1/1250.0,1.7,0,default,24.0,32.103982,35.210087,5464,32.104196219773506,35.2105506326428,49.79999999999999,61.389540339220915
785,33,2026-04-27,15:28:01.421,49.8,759.842,110,1/1250.0,1.7,0,default,24.0,32.103988,35.210098,5464,32.104202219773505,35.21056163267326,49.79999999999999,61.389540339220915
786,33,2026-04-27,15:28:01.454,49.8,759.842,110,1/1250.0,1.7,0,default,24.0,32.103988,35.210098,5464,32.104202219773505,35.21056163267326,49.79999999999999,61.389540339220915
787,34,2026-04-27,15:28:01.488,49.8,759.842,110,1/1250.0,1.7,0,default,24.0,32.103988,35.210098,5464,32.104202219773505,35.21056163267326,49.79999999999999,61.389540339220915
788,33,2026-04-27,15:28:01.521,49.8,759.842,110,1/1250.0,1.7,0,default,24.0,32.103993,35.210107,5464,32.10420721977351,35.21057063269864,49.79999999999999,61.389540339220915
789,33,2026-04-27,15:28:01.554,49.8,759.842,110,1/1250.0,1.7,0,default,24.0,32.103993,35.210107,5465,32.10420721977351,35.21057063269864,49.79999999999999,61.389540339220915
790,34,2026-04-27,15:28:01.588,49.8,759.842,110,1/1250.0,1.7,0,default,24.0,32.103993,35.210107,5465,32.10420721977351,35.21057063269864,49.79999999999999,61.389540339220915
791,33,2026-04-27,15:28:01.621,49.8,759.842,110,1/1250.0,1.7,0,default,24.0,32.103998,35.210118,5465,32.1042122197735,35.21058163272403,49.79999999999999,61.389540339220915
792,34,2026-04-27,15:28:01.655,49.8,759.842,110,1/1250.0,1.7,0,default,24.0,32.103998,35.210118,5466,32.104198065926546,35.210590363374095,49.79999999999999,63.434948806637564
793,33,2026-04-27,15:28:01.688,49.8,759.842,110,1/1250.0,1.7,0,default,24.0,32.103998,35.210118,5466,32.104198065926546,35.210590363374095,49.79999999999999,63.434948806637564
794,33,2026-04-27,15:28:01.721,49.8,759.842,110,1/1250.0,1.7,0,default,24.0,32.104003,35.210127,5467,32.104203065926434,35.21059936340003,49.79999999999999,63.43494882292201
795,34,2026-04-27,15:28:01.755,49.8,759.842,110,1/1250.0,1.7,0,default,24.0,32.104003,35.210127,5467,32.104203065926434,35.21059936340003,49.79999999999999,63.43494882292201
796,33,2026-04-27,15:28:01.787,49.8,759.842,110,1/1250.0,1.7,0,default,24.0,32.104003,35.210127,5467,32.104203065926434,35.21059936340003,49.79999999999999,63.43494882292201
797,33,2026-04-27,15:28:01.821,49.8,759.842,110,1/1250.0,1.7,0,default,24.0,32.104009,35.210138,5467,32.10420906592643,35.21061036343106,49.79999999999999,63.43494882292201
798,34,2026-04-27,15:28:01.855,49.8,759.842,110,1/1250.0,1.7,0,default,24.0,32.104009,35.210138,5467,32.10420906592643,35.21061036343106,49.79999999999999,63.43494882292201
799,33,2026-04-27,15:28:01.887,49.8,759.842,110,1/1250.0,1.7,0,default,24.0,32.104009,35.210138,5466,32.10420906592643,35.21061036343106,49.79999999999999,63.43494882292201
800,33,2026-04-27,15:28:01.921,49.8,759.842,110,1/1250.0,1.7,0,default,24.0,32.104014,35.210149,5465,32.104214065926435,35.21062136345692,49.79999999999999,63.43494882292201
801,34,2026-04-27,15:28:01.954,49.8,759.842,110,1/1250.0,1.7,0,default,24.0,32.104014,35.210149,5464,32.10421406592655,35.21062136345686,49.79999999999999,63.434948806637564
802,33,2026-04-27,15:28:01.988,49.8,759.842,110,1/1250.0,1.7,0,default,24.0,32.104014,35.210149,5464,32.10421406592655,35.21062136345686,49.79999999999999,63.434948806637564
803,34,2026-04-27,15:28:02.022,49.8,759.842,110,1/1250.0,1.7,0,default,24.0,32.104019,35.210157,5464,32.104219065926436,35.21062936348279,49.79999999999999,63.43494882292201
804,33,2026-04-27,15:28:02.054,49.8,759.842,110,1/1250.0,1.7,0,default,24.0,32.104019,35.210157,5464,32.104219065926436,35.21062936348279,49.79999999999999,63.43494882292201
805,33,2026-04-27,15:28:02.088,49.8,759.842,110,1/1250.0,1.7,0,default,24.0,32.104019,35.210157,5463,32.104219065926436,35.21062936348279,49.79999999999999,63.43494882292201
806,34,2026-04-27,15:28:02.122,49.8,759.842,110,1/1000.0,1.7,0,default,24.0,32.104025,35.210169,5462,32.10422506592655,35.21064136351375,49.79999999999999,63.434948806637564
807,33,2026-04-27,15:28:02.155,49.8,759.842,110,1/1000.0,1.7,0,default,24.0,32.104025,35.210169,5460,32.10422506592655,35.21064136351375,49.79999999999999,63.434948806637564
808,33,2026-04-27,15:28:02.187,49.8,759.842,110,1/1000.0,1.7,0,default,24.0,32.104025,35.210169,5459,32.10422506592655,35.21064136351375,49.79999999999999,63.434948806637564
809,34,2026-04-27,15:28:02.222,49.8,759.842,110,1/1000.0,1.7,0,default,24.0,32.10403,35.210179,5458,32.10423006592644,35.21065136353968,49.79999999999999,63.43494882292201
810,33,2026-04-27,15:28:02.255,49.8,759.842,110,1/1000.0,1.7,0,default,24.0,32.10403,35.210179,5456,32.10423006592644,35.21065136353968,49.79999999999999,63.43494882292201
811,34,2026-04-27,15:28:02.288,49.8,759.842,110,1/1000.0,1.7,0,default,24.0,32.104035,35.21019,5455,32.10423506592644,35.21066236356554,49.79999999999999,63.43494882292201
812,33,2026-04-27,15:28:02.322,49.8,759.842,110,1/1000.0,1.7,0,default,24.0,32.104035,35.21019,5454,32.10423506592644,35.21066236356554,49.79999999999999,63.43494882292201
813,33,2026-04-27,15:28:02.355,49.8,759.842,110,1/1000.0,1.7,0,default,24.0,32.104035,35.21019,5452,32.10423506592644,35.21066236356554,49.79999999999999,63.43494882292201
814,34,2026-04-27,15:28:02.388,49.8,759.842,110,1/1000.0,1.7,0,default,24.0,32.104035,35.21019,5451,32.10423506592644,35.21066236356554,49.79999999999999,63.43494882292201
815,33,2026-04-27,15:28:02.422,49.8,759.842,110,1/1000.0,1.7,0,default,24.0,32.10404,35.210199,5450,32.10424006592643,35.21067136359141,49.79999999999999,63.43494882292201
816,33,2026-04-27,15:28:02.455,49.8,759.842,110,1/1000.0,1.7,0,default,24.0,32.10404,35.210199,5449,32.10424006592643,35.21067136359141,49.79999999999999,63.43494882292201
817,34,2026-04-27,15:28:02.489,49.8,759.842,110,1/1000.0,1.7,0,default,24.0,32.104046,35.21021,5449,32.10424606592643,35.21068236362244,49.79999999999999,63.43494882292201
818,33,2026-04-27,15:28:02.522,49.8,759.842,110,1/1000.0,1.7,0,default,24.0,32.104046,35.21021,5449,32.10424606592643,35.21068236362244,49.79999999999999,63.43494882292201
819,33,2026-04-27,15:28:02.555,49.8,759.842,110,1/1000.0,1.7,0,default,24.0,32.104046,35.21021,5449,32.10424606592643,35.21068236362244,49.79999999999999,63.43494882292201
820,34,2026-04-27,15:28:02.589,49.8,759.842,110,1/1000.0,1.7,0,default,24.0,32.104051,35.21022,5449,32.104251065926434,35.210692363648306,49.79999999999999,63.43494882292201
821,33,2026-04-27,15:28:02.622,49.8,759.842,110,1/1000.0,1.7,0,default,24.0,32.104051,35.21022,5449,32.104251065926434,35.210692363648306,49.79999999999999,63.43494882292201
822,34,2026-04-27,15:28:02.655,49.8,759.842,110,1/1000.0,1.7,0,default,24.0,32.104051,35.21022,5449,32.104251065926434,35.210692363648306,49.79999999999999,63.43494882292201
823,33,2026-04-27,15:28:02.689,49.8,759.842,110,1/1000.0,1.7,0,default,24.0,32.104057,35.210232,5450,32.10425706592643,35.21070436367933,49.79999999999999,63.43494882292201
824,33,2026-04-27,15:28:02.721,49.8,759.842,110,1/1000.0,1.7,0,default,24.0,32.104057,35.210232,5450,32.10425706592643,35.21070436367933,49.79999999999999,63.43494882292201
825,34,2026-04-27,15:28:02.756,49.8,759.842,110,1/1000.0,1.7,0,default,24.0,32.104057,35.210232,5451,32.10425706592643,35.21070436367933,49.79999999999999,63.43494882292201
826,33,2026-04-27,15:28:02.789,49.9,759.942,110,1/1000.0,1.7,0,default,24.0,32.104062,35.210242,5451,32.104262467665244,35.2107153122267,49.89999999999999,63.43494882292201
827,33,2026-04-27,15:28:02.821,49.9,759.942,110,1/1000.0,1.7,0,default,24.0,32.104062,35.210242,5452,32.104262467665244,35.2107153122267,49.89999999999999,63.43494882292201
828,34,2026-04-27,15:28:02.856,49.9,759.942,110,1/1000.0,1.7,0,default,24.0,32.104062,35.210242,5453,32.104262467665244,35.2107153122267,49.89999999999999,63.43494882292201
829,33,2026-04-27,15:28:02.888,49.9,759.942,110,1/1000.0,1.7,0,default,24.0,32.104062,35.210242,5454,32.104262467665244,35.2107153122267,49.89999999999999,63.43494882292201
830,33,2026-04-27,15:28:02.922,49.9,759.942,110,1/1000.0,1.7,0,default,24.0,32.104067,35.210251,5455,32.104267467665245,35.21072431225261,49.89999999999999,63.43494882292201
831,34,2026-04-27,15:28:02.956,49.9,759.942,110,1/1000.0,1.7,0,default,24.0,32.104067,35.210251,5457,32.104267467665245,35.21072431225261,49.89999999999999,63.43494882292201
832,33,2026-04-27,15:28:02.988,49.9,759.942,110,1/1000.0,1.7,0,default,24.0,32.104067,35.210251,5458,32.104267467665245,35.21072431225261,49.89999999999999,63.43494882292201
833,34,2026-04-27,15:28:03.022,49.9,759.942,110,1/1000.0,1.7,0,default,24.0,32.104073,35.210264,5460,32.104273467665244,35.21073731228371,49.89999999999999,63.43494882292201
834,33,2026-04-27,15:28:03.055,49.9,759.942,110,1/1000.0,1.7,0,default,24.0,32.104073,35.210264,5462,32.104273467665244,35.21073731228371,49.89999999999999,63.43494882292201
835,33,2026-04-27,15:28:03.088,49.9,759.942,110,1/1000.0,1.7,0,default,24.0,32.104078,35.210272,5464,32.104278467665246,35.210745312309626,49.89999999999999,63.43494882292201
836,34,2026-04-27,15:28:03.123,49.9,759.942,110,1/1000.0,1.7,0,default,24.0,32.104078,35.210272,5467,32.104278467665246,35.210745312309626,49.89999999999999,63.43494882292201
837,33,2026-04-27,15:28:03.156,49.9,759.942,110,1/1000.0,1.7,0,default,24.0,32.104078,35.210272,5470,32.104278467665246,35.210745312309626,49.89999999999999,63.43494882292201
838,33,2026-04-27,15:28:03.189,49.9,759.942,110,1/1000.0,1.7,0,default,24.0,32.104083,35.210283,5474,32.10428346766525,35.21075631233553,49.89999999999999,63.43494882292201
839,34,2026-04-27,15:28:03.223,49.9,759.942,110,1/1000.0,1.7,0,default,24.0,32.104083,35.210283,5477,32.10428346766525,35.21075631233553,49.89999999999999,63.43494882292201
840,33,2026-04-27,15:28:03.256,49.9,759.942,110,1/1000.0,1.7,0,default,24.0,32.104083,35.210283,5480,32.10428346766525,35.21075631233553,49.89999999999999,63.43494882292201
841,34,2026-04-27,15:28:03.289,49.9,759.942,110,1/1000.0,1.7,0,default,24.0,32.104089,35.210295,5484,32.10428946766525,35.21076831236664,49.89999999999999,63.43494882292201
842,33,2026-04-27,15:28:03.322,49.9,759.942,110,1/1000.0,1.7,0,default,24.0,32.104089,35.210295,5487,32.10428946766525,35.21076831236664,49.89999999999999,63.43494882292201
843,33,2026-04-27,15:28:03.356,49.9,759.942,110,1/1000.0,1.7,0,default,24.0,32.104089,35.210295,5490,32.10428946766525,35.21076831236664,49.89999999999999,63.43494882292201
844,34,2026-04-27,15:28:03.389,49.9,759.942,110,1/1000.0,1.7,0,default,24.0,32.104094,35.210304,5493,32.10429446766525,35.21077731239255,49.89999999999999,63.43494882292201
845,33,2026-04-27,15:28:03.423,49.9,759.942,110,1/1000.0,1.7,0,default,24.0,32.104094,35.210304,5496,32.10429446766525,35.21077731239255,49.89999999999999,63.43494882292201
846,33,2026-04-27,15:28:03.456,49.9,759.942,110,1/1000.0,1.7,0,default,24.0,32.104094,35.210304,5499,32.10429446766525,35.21077731239255,49.89999999999999,63.43494882292201
847,34,2026-04-27,15:28:03.489,49.9,759.942,110,1/1000.0,1.7,0,default,24.0,32.1041,35.210315,5501,32.10430046766525,35.210788312423645,49.89999999999999,63.43494882292201
848,33,2026-04-27,15:28:03.522,49.9,759.942,110,1/1000.0,1.7,0,default,24.0,32.1041,35.210315,5504,32.10430046766525,35.210788312423645,49.89999999999999,63.43494882292201
849,33,2026-04-27,15:28:03.556,49.9,759.942,110,1/1000.0,1.7,0,default,24.0,32.1041,35.210315,5507,32.10430046766525,35.210788312423645,49.89999999999999,63.43494882292201
850,34,2026-04-27,15:28:03.590,49.9,759.942,110,1/1000.0,1.7,0,default,24.0,32.104106,35.210327,5510,32.104306467665246,35.210800312454744,49.89999999999999,63.43494882292201
851,33,2026-04-27,15:28:03.623,49.9,759.942,110,1/1000.0,1.7,0,default,24.0,32.104106,35.210327,5512,32.104306467665246,35.210800312454744,49.89999999999999,63.43494882292201
852,34,2026-04-27,15:28:03.656,49.9,759.942,110,1/1000.0,1.7,0,default,24.0,32.104106,35.210327,5515,32.104306467665246,35.210800312454744,49.89999999999999,63.43494882292201
853,33,2026-04-27,15:28:03.690,49.9,759.942,110,1/1000.0,1.7,0,default,24.0,32.104111,35.210336,5517,32.10431146766525,35.210809312480656,49.89999999999999,63.43494882292201
854,33,2026-04-27,15:28:03.723,49.9,759.942,110,1/1000.0,1.7,0,default,24.0,32.104111,35.210336,5519,32.10431146766525,35.210809312480656,49.89999999999999,63.43494882292201
855,34,2026-04-27,15:28:03.756,49.9,759.942,110,1/1000.0,1.7,0,default,24.0,32.104111,35.210336,5521,32.10431146766525,35.210809312480656,49.89999999999999,63.43494882292201
856,33,2026-04-27,15:28:03.790,49.9,759.942,110,1/1000.0,1.7,0,default,24.0,32.104117,35.210348,5524,32.10431746766525,35.210821312511754,49.89999999999999,63.43494882292201
857,33,2026-04-27,15:28:03.823,49.9,759.942,120,1/1000.0,1.7,0,default,24.0,32.104117,35.210348,5525,32.10431746766525,35.210821312511754,49.89999999999999,63.43494882292201
858,34,2026-04-27,15:28:03.856,49.9,759.942,120,1/1000.0,1.7,0,default,24.0,32.104117,35.210348,5527,32.10431746766525,35.210821312511754,49.89999999999999,63.43494882292201
859,33,2026-04-27,15:28:03.890,49.9,759.942,120,1/1000.0,1.7,0,default,24.0,32.104123,35.210359,5529,32.104323467665246,35.21083231254285,49.89999999999999,63.43494882292201
860,33,2026-04-27,15:28:03.923,49.9,759.942,120,1/1000.0,1.7,0,default,24.0,32.104123,35.210359,5530,32.104323467665246,35.21083231254285,49.89999999999999,63.43494882292201
861,34,2026-04-27,15:28:03.957,49.9,759.942,120,1/1000.0,1.7,0,default,24.0,32.104123,35.210359,5531,32.104323467665246,35.21083231254285,49.89999999999999,63.43494882292201
862,33,2026-04-27,15:28:03.990,49.9,759.942,120,1/1000.0,1.7,0,default,24.0,32.104128,35.210368,5532,32.10432846766525,35.21084131256877,49.89999999999999,63.43494882292201
863,34,2026-04-27,15:28:04.023,49.9,759.942,120,1/1000.0,1.7,0,default,24.0,32.104128,35.210368,5533,32.10432846766525,35.21084131256877,49.89999999999999,63.43494882292201
864,33,2026-04-27,15:28:04.056,49.9,759.942,120,1/1000.0,1.7,0,default,24.0,32.104128,35.210368,5534,32.10432846766525,35.21084131256877,49.89999999999999,63.43494882292201
865,33,2026-04-27,15:28:04.090,49.9,759.942,120,1/1000.0,1.7,0,default,24.0,32.104134,35.21038,5535,32.10433446766525,35.210853312599866,49.89999999999999,63.43494882292201
866,34,2026-04-27,15:28:04.124,49.9,759.942,120,1/1000.0,1.7,0,default,24.0,32.104134,35.21038,5536,32.10433446766525,35.210853312599866,49.89999999999999,63.43494882292201
867,33,2026-04-27,15:28:04.156,49.9,759.942,120,1/1000.0,1.7,0,default,24.0,32.104134,35.21038,5537,32.10433446766525,35.210853312599866,49.89999999999999,63.43494882292201
868,33,2026-04-27,15:28:04.190,49.9,759.942,120,1/1000.0,1.7,0,default,24.0,32.104139,35.21039,5538,32.10433946766525,35.210863312625776,49.89999999999999,63.43494882292201
869,34,2026-04-27,15:28:04.224,49.9,759.942,120,1/1000.0,1.7,0,default,24.0,32.104139,35.21039,5539,32.10433946766525,35.210863312625776,49.89999999999999,63.43494882292201
870,33,2026-04-27,15:28:04.257,49.9,759.942,120,1/1000.0,1.7,0,default,24.0,32.104139,35.21039,5541,32.10433946766525,35.210863312625776,49.89999999999999,63.43494882292201
871,34,2026-04-27,15:28:04.290,49.9,759.942,120,1/1000.0,1.7,0,default,24.0,32.104145,35.210402,5543,32.10434546766525,35.210875312656874,49.89999999999999,63.43494882292201
872,33,2026-04-27,15:28:04.324,49.9,759.942,120,1/1000.0,1.7,0,default,24.0,32.104145,35.210402,5545,32.10434546766525,35.210875312656874,49.89999999999999,63.43494882292201
873,33,2026-04-27,15:28:04.357,49.9,759.942,120,1/1000.0,1.7,0,default,24.0,32.104145,35.210402,5546,32.10434546766525,35.210875312656874,49.89999999999999,63.43494882292201
874,34,2026-04-27,15:28:04.390,49.8,759.842,120,1/1000.0,1.7,0,default,24.0,32.10415,35.210412,5548,32.10435006592643,35.21088436416038,49.79999999999999,63.43494882292201
875,33,2026-04-27,15:28:04.424,49.8,759.842,120,1/1000.0,1.7,0,default,24.0,32.10415,35.210412,5550,32.10435006592643,35.21088436416038,49.79999999999999,63.43494882292201
876,33,2026-04-27,15:28:04.456,49.8,759.842,120,1/1000.0,1.7,0,default,24.0,32.10415,35.210412,5551,32.10435006592643,35.21088436416038,49.79999999999999,63.43494882292201
877,34,2026-04-27,15:28:04.491,49.8,759.842,120,1/1000.0,1.7,0,default,24.0,32.104155,35.210423,5553,32.104355065926434,35.210895364186236,49.79999999999999,63.43494882292201
878,33,2026-04-27,15:28:04.524,49.8,759.842,120,1/1000.0,1.7,0,default,24.0,32.104155,35.210423,5555,32.104355065926434,35.210895364186236,49.79999999999999,63.43494882292201
879,33,2026-04-27,15:28:04.556,49.8,759.842,120,1/1000.0,1.7,0,default,24.0,32.104155,35.210423,5556,32.104355065926434,35.210895364186236,49.79999999999999,63.43494882292201
880,34,2026-04-27,15:28:04.590,49.8,759.842,120,1/1000.0,1.7,0,default,24.0,32.104161,35.210435,5558,32.10436106592643,35.21090736421727,49.79999999999999,63.43494882292201
881,33,2026-04-27,15:28:04.623,49.8,759.842,120,1/1000.0,1.7,0,default,24.0,32.104161,35.210435,5560,32.10436106592643,35.21090736421727,49.79999999999999,63.43494882292201
882,34,2026-04-27,15:28:04.657,49.8,759.842,120,1/1000.0,1.7,0,default,24.0,32.104161,35.210435,5561,32.10436106592643,35.21090736421727,49.79999999999999,63.43494882292201
