frame_num,gt_lat,gt_lon,n_inliers,matched_frame,pred_lat,pred_lon
750,32.10412306592655,35.210447362986166,129,6040,32.103718683852925,35.21063557748499
760,32.10414506592655,35.21048836309996,136,6110,32.103816683853175,35.21088657875066
770,32.1041752197735,35.210510632536185,129,6040,32.103718683852925,35.21063557748499
780,32.104191219773504,35.21053963261741,7,7320,,
790,32.1042122197735,35.21058163272403,124,6140,32.103847649196176,35.21100275479902
800,32.10421406592655,35.21062136345686,7,7220,,
810,32.10423506592644,35.21066236356554,126,6150,32.10387401747909,35.21103156411083
820,32.104251065926434,35.210692363648306,7,7260,,
830,32.104267467665245,35.21072431225261,6,7260,,
840,32.10428946766525,35.21076831236664,6,7260,,
850,32.104306467665246,35.210800312454744,7,7260,,
860,32.104323467665246,35.21083231254285,7,6410,,
870,32.10434546766525,35.210875312656874,61,6040,32.103718683852925,35.21063557748499
880,32.10436106592643,35.21090736421727,7,1520,,
890,32.104377065926435,35.21093936430004,36,6040,32.103718683852925,35.21063557748499
900,32.10439906592644,35.21098236441383,75,6250,32.104042261547995,35.211409700250485
910,32.10441506592644,35.21101536449659,90,6230,32.103994683853784,35.21133358104947
920,32.10443306592663,35.21104736458958,102,6250,32.104042261547995,35.211409700250485
930,32.10445406592643,35.211090364698315,85,6250,32.104042261547995,35.211409700250485
940,32.104471065926546,35.21112336478618,88,6230,32.103994683853784,35.21133358104947
950,32.104487065926435,35.211155364869015,93,6250,32.104042261547995,35.211409700250485
960,32.104509065926436,35.211198364982806,107,6260,32.104055261548,35.21144170041756
970,32.10452506592644,35.21123036506556,92,6250,32.104042261547995,35.211409700250485
980,32.104543065926435,35.21126436515867,94,6250,32.104042261547995,35.211409700250485
990,32.10456406592643,35.211307365267295,89,6250,32.104042261547995,35.211409700250485
1000,32.104580065926434,35.21133836535006,57,6160,32.10389101747909,35.2110755643306
1010,32.104597065926434,35.211373365437986,14,6110,32.103816683853175,35.21088657875066
1020,32.10461806592644,35.211417365546616,10,6110,32.103816683853175,35.21088657875066
1030,32.10463506592644,35.21145036563454,14,6110,32.103816683853175,35.21088657875066
1040,32.10465206592644,35.21148336572248,23,6160,32.10389101747909,35.2110755643306
1050,32.104673065926434,35.2115263658311,42,6460,32.10474751620451,35.21185934547578
1060,32.104690065926434,35.211560365919034,20,6160,32.10389101747909,35.2110755643306
1070,32.104706065926436,35.211592366001796,62,6460,32.10474751620451,35.21185934547578
1080,32.10472806592655,35.21163636611552,62,6490,32.10486961347864,35.211868393200234
1090,32.104762257713,35.21165866122622,59,6460,32.10474751620451,35.21185934547578
1100,32.104780257712996,35.211689661317216,79,6460,32.10474751620451,35.21185934547578
1110,32.104855416606846,35.211687497370896,95,6460,32.10474751620451,35.21185934547578
1120,32.10489713868698,35.211688979981425,116,6450,32.10472151620451,35.21183334521917
1130,32.104920589287346,35.21170845226345,112,6450,32.10472151620451,35.21183334521917
1140,32.10494758928766,35.21174045238063,128,6490,32.10486961347864,35.211868393200234
1150,32.10499033200487,35.21173843880073,124,6490,32.10486961347864,35.211868393200234
1160,32.10506003262896,35.21169096487692,121,6470,32.10476951620451,35.21188134569292
1170,32.1051251318528,35.211638183567466,111,6500,32.10489782627607,35.211877561361376
1180,32.10516687716798,35.21159743624053,138,6530,32.105147295480734,35.21159954563693
1190,32.105200148325856,35.21156308648329,114,6550,32.10527681197299,35.211290419510725
1200,32.10523200393013,35.21155108862596,127,6560,32.10529781197314,35.21129241955096
1210,32.10525670803062,35.21154156597755,131,6560,32.10529781197314,35.21129241955096
1220,32.105284274183525,35.21151882291808,133,6570,32.10532232819449,35.21127223845219
1230,32.1053117080307,35.21155256604616,161,6550,32.10527681197299,35.211290419510725
1240,32.1053367080307,35.21155756607752,173,6550,32.10527681197299,35.211290419510725
1250,32.1053646735629,35.21155157357397,176,6560,32.10529781197314,35.21129241955096
1260,32.1053986735629,35.211558573612535,169,6650,32.10556031011085,35.211261943110344
1270,32.1054246735629,35.21156357364203,171,6650,32.10556031011085,35.211261943110344
1280,32.105451673562904,35.21156857367264,191,6640,32.10553231011085,35.21125994307142
1290,32.1054886735629,35.211574573714614,193,6650,32.10556031011085,35.211261943110344
1300,32.10551767356291,35.21157957374751,6,1650,,
1310,32.105546673562976,35.21158457377997,179,6650,32.10556031011085,35.211261943110344
1320,32.10558714503815,35.211583473863584,176,6650,32.10556031011085,35.211261943110344
1330,32.105616145038184,35.21158847389332,163,6640,32.10553231011085,35.21125994307142
1340,32.10564912857147,35.211551695108604,7,1440,,
1350,32.10568836101149,35.211502,7,1640,,
1360,32.105714361011486,35.211502,113,6680,32.10566357160208,35.21114
1370,32.10573486480677,35.21142431173411,97,6630,32.105494310110856,35.2112569430186
1380,32.10575214832574,35.21134791263922,75,6650,32.10556031011085,35.211261943110344
1390,32.10575418965031,35.211276960942705,66,6650,32.10556031011085,35.211261943110344
1400,32.10573422686149,35.21118104829604,8,7100,,
1410,32.10573233026039,35.21112808210519,7,6140,,
1420,32.10567646420817,35.21103060256819,16,6700,32.105695278578075,35.21082032439968
1430,32.10562995321739,35.21096845782158,7,5920,,
1440,32.10556146797342,35.21090097518082,7,6140,,
1450,32.10556746797297,35.21088197514772,7,5990,,
1460,32.10549348986662,35.21083921910579,8,6140,,
1470,32.105433,35.2108058128986,8,6000,,
1480,32.105433,35.2107858128986,7,6120,,
1490,32.10536751013339,35.21077321910006,7,5990,,
1500,32.105351454303005,35.210750059170216,7,1010,,
1510,32.10534745430292,35.21073105919305,7,810,,
1520,32.10532944146178,35.21071316924723,7,970,,
1530,32.1053141486432,35.210685485006444,7,1010,,
1540,32.10531944146142,35.210659169303916,7,860,,
1550,32.10531344146142,35.21063216933787,7,850,,
1560,32.1052971486432,35.210597485102234,7,850,,
1570,32.10529114864313,35.210569485136055,6,850,,
1580,32.10527371689119,35.210543671050814,7,850,,
1590,32.10525529153116,35.210505482892096,9,810,,
1600,32.10523545175932,35.21048114683686,7,3770,,
1610,32.10520111747765,35.21046267051809,7,7240,,
1620,32.10518623648161,35.21043049310812,7,7470,,
1630,32.10516485429142,35.210405647303986,8,7240,,
1640,32.10514312972782,35.21038655040837,7,7220,,
1650,32.10512267432562,35.210354361581146,8,7240,,
1660,32.105109674325504,35.210327361649775,7,7210,,
1670,32.1050966743255,35.21029836171834,7,7240,,
1680,32.1050796743255,35.210260361808004,7,6120,,
1690,32.105067674325234,35.210232361871434,8,6810,,
1700,32.105053674325234,35.21020136194527,8,7220,,
1710,32.10503567432524,35.21016036204021,8,6810,,
1720,32.105021674325236,35.21013036211405,8,6810,,
1730,32.10500525242197,35.21010017795785,10,6810,32.10418199818055,35.20984503967361
1740,32.10498725242197,35.210059178052425,7,7440,,
1750,32.10497325242197,35.21002717812599,7,6500,,
1760,32.10495925242197,35.209995178199556,7,6500,,
1770,32.10494025242197,35.209953178299386,6,6500,,
1780,32.10492625242197,35.209921178372944,8,6370,,
1790,32.104913252421966,35.20988917844125,7,1880,,
1800,32.10489767432524,35.20984536276805,8,7500,,
1810,32.104884674325504,35.20981336283648,6,7500,,
1820,32.104874938072435,35.20976350057803,7,6500,,
1830,32.10486193807244,35.209732500647426,7,810,,
1840,32.10484728357831,35.20969847964171,7,820,,
1850,32.10483028357831,35.209656479732274,7,7500,,
1860,32.10481628357831,35.20962247980686,7,820,,
1870,32.104789252421966,35.20959517909279,7,820,,
1880,32.10476888069624,35.20955021376378,7,1880,,
1890,32.10467894015555,35.20956947539408,9,6810,,
1900,32.10460003279031,35.209603810326456,7,7430,,
1910,32.10457203279031,35.209577810441196,7,7310,,
1920,32.10455166799514,35.20955956040594,7,7260,,
1930,32.10451032652868,35.209566228427875,8,7260,,
1940,32.10448232652868,35.20953922853451,7,7220,,
1950,32.10446200257984,35.209519926950605,8,6810,,
1960,32.104441309620334,35.20949583885836,7,6810,,
1970,32.10441330962034,35.209468838965726,8,6500,,
1980,32.104406667995136,35.2094235609989,8,6810,,
1990,32.10436663821112,35.2094241345931,7,6810,,
2000,32.10435603278918,35.20937481132759,7,6810,,
2010,32.10433803278918,35.20935781140135,8,6470,,
2020,32.104297637646255,35.20938222560782,6,6470,,
2030,32.104261773138845,35.20942205063084,7,6500,,
2040,32.104184638988514,35.209714,7,6500,,
2050,32.10418363898851,35.209714,6,6500,,
2060,32.10418263898851,35.209714,6,6500,,
2070,32.104181638988514,35.209715,8,6480,,
2080,32.104629,35.210244121956464,8,6480,,
2090,32.104629,35.21024512195646,6,6500,,
2100,32.104629,35.210246121956466,8,6480,,
2110,32.104629,35.210246121956466,7,6470,,
2120,32.104629,35.21024712195646,8,6490,,
2130,32.104629,35.21024712195646,6,6500,,
2140,32.104629,35.21024712195646,7,6470,,
2150,32.104629,35.21024812195646,7,6510,,
2160,32.104629,35.21024812195646,7,6500,,
2170,32.104629,35.21024812195646,7,6480,,
2180,32.104629,35.21024812195646,6,6500,,
2190,32.10507736101149,35.20972,7,6470,,
2200,32.10507736101149,35.20972,6,6500,,
2210,32.10507736101149,35.20972,6,6500,,
2220,32.10507736101149,35.20972,7,6470,,
2230,32.10507736101149,35.20972,7,6490,,
2240,32.10507736101149,35.209721,7,6490,,
2250,32.10507736101149,35.209721,7,6500,,
2260,32.10418263898851,35.209721,7,6510,,
2270,32.10423629540948,35.2094618203446,6,6500,,
2280,32.104226742116325,35.209465472218064,6,6500,,
2290,32.10422916139636,35.2094388291611,7,6470,,
2300,32.10421516139636,35.209429829202676,8,6470,,
2310,32.10420216139636,35.20942282924127,8,6470,,
2320,32.10418816139636,35.209413829282845,8,6500,,
2330,32.10416616139636,35.20940082934817,7,6490,,
2340,32.10414916139636,35.209389829398646,7,6410,,
2350,32.104130161396355,35.20937782945507,8,1010,,
2360,32.10409858186976,35.20937097854053,7,1010,,
2370,32.10407658186976,35.20935697860366,7,1010,,
2380,32.1040545818696,35.20934397866713,8,1010,,
2390,32.1040128681472,35.20935481723946,9,1010,,
2400,32.103989671624674,35.20934329156431,7,5530,,
2410,32.10395601723208,35.20935294068423,7,1030,,
2420,32.10391981034969,35.20934396324815,8,1010,,
2430,32.103898196341206,35.20933051011525,7,5530,,
2440,32.10388086814706,35.20929981758118,7,5530,,
2450,32.1038468681472,35.20928481766878,7,7210,,
2460,32.103862967371036,35.209201036699554,7,1010,,
2470,32.10386332775138,35.2091539061246,8,6470,,
2480,32.10386766799497,35.2090955632032,23,6810,32.10418199818055,35.20984503967361
2490,32.103849667995135,35.209077563276615,31,6810,32.10418199818055,35.20984503967361
2500,32.10383066799513,35.20905856335431,11,6810,32.10418199818055,35.20984503967361
2510,32.10380566799513,35.20903456345654,56,7020,32.10349380962031,35.20971505618039
2520,32.103784667995136,35.20901356354241,7,5400,,
2530,32.10376366799514,35.20899256362829,7,5400,,
2540,32.103737667995134,35.20896556373461,8,5400,,
2550,32.10371566799513,35.20894356382457,8,5350,,
2560,32.10369366799514,35.208922563914534,9,4930,,
2570,32.103670032790305,35.20889681413711,7,4900,,
2580,32.10365803279031,35.208884814186284,7,4930,,
2590,32.103648667995365,35.20887456409828,7,4910,,
2600,32.10364266799542,35.20886756412274,8,4910,,
2610,32.10366080911415,35.20884421299924,7,5480,,
2620,32.103584773138714,35.2095319471972,7,4930,,
2630,32.10358377313871,35.20953194719399,7,4910,,
2640,32.10415606592643,35.209712363156925,7,4930,,
2650,32.10415606592643,35.209712363156925,6,4930,,
2660,32.10415706592644,35.209713363162095,6,4930,,
2670,32.10440436101149,35.209242,7,5480,,
2680,32.10440536101149,35.209242,7,5350,,
2690,32.10440536101149,35.209242,8,4930,,
2700,32.103958,35.20871388192396,7,4930,,
2710,32.103638667995135,35.208866564139434,6,5350,,
2720,32.103632303199966,35.20886031403921,9,1200,,
2730,32.10362530319996,35.208853314067774,7,5560,,
2740,32.10352986814727,35.208979818488444,7,5400,,
2750,32.10351486814713,35.208970818527575,9,5400,,
2760,32.10348763572846,35.20900586198855,6,5480,,
2770,32.103455996069805,35.20907091264788,7,7260,,
2780,32.103432508833464,35.20908935677154,7,5410,,
2790,32.10340863898851,35.209194,7,5400,,
2800,32.1034025088335,35.20930064319424,7,5420,,
2810,32.10339759608025,35.209370005350856,7,5420,,
2820,32.10338159608025,35.209376005321595,8,1440,,
2830,32.103370810349624,35.20942603550103,9,5590,,
2840,32.10335181034962,35.20943303545776,7,5420,,
2850,32.10335939109736,35.20950571386871,7,1550,,
2860,32.103404667995136,35.20962443490371,19,5610,32.10324222441478,35.20913583041327
2870,32.10342909696494,35.20967856171255,44,5600,32.10326074213064,35.20910672531908
2880,32.10353218791719,35.209774359301214,30,5610,32.10324222441478,35.20913583041327
2890,32.103628860639745,35.20983075888246,40,5590,32.103265543498416,35.20905196183104
2900,32.103691,35.20985505605704,68,5940,32.103354793023705,35.21043758628787
2910,32.103691,35.209873116532,64,5940,32.103354793023705,35.21043758628787
2920,32.103692,35.20990011653778,22,5600,32.10326074213064,35.20910672531908
2930,32.103693,35.20992211654357,60,5940,32.103354793023705,35.21043758628787
2940,32.103693,35.209939116543566,61,5930,32.103218,35.21042244242668
2950,32.103693,35.209954116543564,26,5980,32.1035903185381,35.21047724793363
2960,32.103694,35.20996211654935,30,5980,32.1035903185381,35.21047724793363
2970,32.103694,35.209966116549346,32,5980,32.1035903185381,35.21047724793363
2980,32.103693,35.209970116543566,33,5980,32.1035903185381,35.21047724793363
2990,32.103693,35.20997211654356,28,5980,32.1035903185381,35.21047724793363
3000,32.103693,35.209973116543566,28,5980,32.1035903185381,35.21047724793363
3010,32.103693,35.209976116543565,37,5980,32.1035903185381,35.21047724793363
3020,32.103693,35.20997711654356,59,5940,32.103354793023705,35.21043758628787
3030,32.103692,35.209978116537776,54,5940,32.103354793023705,35.21043758628787
3040,32.103692,35.20997911653778,29,5920,32.103218,35.21038544242668
3050,32.103692,35.20998011653778,7,6870,,
3060,32.103692,35.20998111653778,7,6870,,
3070,32.103692,35.20998311653778,7,5990,,
3080,32.103693,35.209984116543566,17,5610,32.10324222441478,35.20913583041327
3090,32.103693,35.209985116543564,7,5610,,
3100,32.103694,35.209986116549345,7,6810,,
3110,32.103694,35.20998711654935,7,7290,,
3120,32.103694,35.209989116549345,7,7220,,
3130,32.103694,35.20999111654935,8,7260,,
3140,32.103694,35.209992116549344,8,7260,,
3150,32.103244638988514,35.209465,9,7260,,
3160,32.10323763898851,35.209465,8,7180,,
3170,32.103227638988514,35.209463,6,7260,,
3180,32.103222725816565,35.209374178202225,7,7260,,
3190,32.10320372581656,35.20937017822029,8,7300,,
3200,32.10318772581656,35.2093671782355,7,7260,,
3210,32.103169725816564,35.20936317825261,14,7180,32.102840468270436,35.209771867513055
3220,32.10314372581648,35.209359178277936,8,7300,,
3230,32.10312013519323,35.20936731314818,10,7200,32.10277519126665,35.20973108992894
3240,32.10309610964613,35.2093713436246,11,7200,32.10277519126665,35.20973108992894
3250,32.10306263898851,35.209436,7,7200,,
3260,32.10303963898851,35.209437,7,7260,,
3270,32.10301927675242,35.20949729650162,7,7260,,
3280,32.102986375167134,35.20950032054836,8,7260,,
3290,32.10296137516713,35.20950232053239,7,5360,,
3300,32.10293385915613,35.2094985493797,7,5330,,
3310,32.10289685915613,35.209501549358414,6,7260,,
3320,32.10286885915613,35.2095035493423,7,5480,,
3330,32.10284185915611,35.20950554932644,7,7260,,
3340,32.10280185915614,35.209508549303756,7,7320,,
3350,32.10277385915614,35.209510549287636,11,7280,32.102511468270436,35.20962486937965
3360,32.102743375167144,35.20951832039322,7,7260,,
3370,32.10271529196936,35.20958156388495,7,5380,,
3380,32.1027005960802,35.209641004076076,8,7260,,
3390,32.10269019634126,35.209698487047724,7,1050,,
3400,32.10266686814706,35.2097361792792,7,7270,,
3410,32.10264286814706,35.20974817921713,7,7260,,
3420,32.10261786814706,35.20976017915248,8,7320,,
3430,32.102584868147055,35.209776179067134,8,7200,,
3440,32.10255686814706,35.20979017899473,7,7320,,
3450,32.10253086814713,35.209804178927655,7,7260,,
3460,32.10249586814719,35.209822178837285,7,1360,,
3470,32.1024688681472,35.209835178767484,6,7260,,
3480,32.10244286814713,35.20984917870008,6,1130,,
3490,32.10240786814713,35.209866178609566,6,1360,,
3500,32.10238586814713,35.209877178552674,7,1400,,
3510,32.10236986814713,35.2098851785113,6,1360,,
3520,32.10235486814713,35.209892178472515,7,1120,,
3530,32.10234886814685,35.20989517845633,7,7260,,
